ID,Sex,SpeciesID,Species,Tribe,CollectionDate,CollectionLocation,latitude,longitude
IZA1,M,Astbur,Astatotilapia burtoni,Haplochromini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZG7,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZG6,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
HXC4,M,HplspC,Haplochromis sp. "chipwa",Haplochromini,,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZG8,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZG9,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
IZH2,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Kalambo Lake / Chipwa,-8.601741667,31.18701111
Bel13,NA,Neohec,Neolamprologus hecqui,Lamprologini,,Kalemie,-5.932403,29.200324
Bel14,NA,Neohec,Neolamprologus hecqui,Lamprologini,,Kalemie,-5.932403,29.200324
Bel33,F,Trevar,Trematocara variabile,Trematocarini,,Kalemie,-5.932403,29.200324
OMF6,M,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
OMH9,F,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCA9,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCB7,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCD1,M,Petred,Petrochromis sp. "red",Tropheini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCC4,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCB8,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCA2,F,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCD3,M,Petred,Petrochromis sp. "red",Tropheini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMG5,M,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCC7,M,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMH6,F,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCC5,F,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCD4,M,Petred,Petrochromis sp. "red",Tropheini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCB4,M,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCB3,NA,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMG6,F,Petred,Petrochromis sp. "red",Tropheini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
OMF9,M,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCB2,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMI1,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCD2,M,Petred,Petrochromis sp. "red",Tropheini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCA6,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCA3,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCD5,F,Petred,Petrochromis sp. "red",Tropheini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCC2,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCB6,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCA7,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMH7,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
OMH3,M,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
OMF7,M,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCA1,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCC9,F,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCA8,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMH8,F,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCA5,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMH4,M,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCC1,M,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMG4,F,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCB1,F,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCB9,M,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCC8,F,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMH5,M,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LEE9,F,Neoleu,Neolamprologus longior,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMF8,M,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LEE8,M,Neoleu,Neolamprologus longior,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMG3,F,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCA4,M,Neolou,Neolamprologus leloupi,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
OMG1,F,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
OMG2,F,BenhoM,Benthochromis sp. "horii mahale",Benthochromini,04.02.17,Kalila Nkwasi,-6.260555556,29.73666667
LCB5,F,NeofaM,Neolamprologus sp. "falcicula mahale",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LEF1,F,Neoleu,Neolamprologus longior,Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCC6,F,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
LCC3,F,NeogrM,Neolamprologus sp. "gracilis tanzania",Lamprologini,01.07.15,Kalila Nkwasi,-6.260555556,29.73666667
89-17,NA,Neogra,Neolamprologus gracilis,Lamprologini,03.10.89,Kalo DRC,-7.795278,30.266389
89-16-a,NA,Neomar,Neolamprologus marunguensis,Lamprologini,03.10.89,Kalo DRC,-7.795278,30.266389
JWH1,F,Neogra,Neolamprologus gracilis,Lamprologini,12.10.15,Kalo DRC,-7.795278,30.266389
JWH2,M,Neogra,Neolamprologus gracilis,Lamprologini,12.10.15,Kalo DRC,-7.795278,30.266389
89-16-b,NA,Neomar,Neolamprologus marunguensis,Lamprologini,03.10.89,Kalo DRC,-7.795278,30.266389
89-15-b,NA,Neohel,Neolamprologus helianthus,Lamprologini,30.09.89,Kalo DRC,-7.795278,30.266389
89-31-a,NA,Neonve,Neolamprologus nigriventris,Lamprologini,01.10.89,Kalo DRC,-7.795278,30.266389
89-15-d,NA,Neohel,Neolamprologus helianthus,Lamprologini,30.09.89,Kalo DRC,-7.795278,30.266389
89-31-b,NA,Neonve,Neolamprologus nigriventris,Lamprologini,01.10.89,Kalo DRC,-7.795278,30.266389
89-15-c,NA,Neohel,Neolamprologus helianthus,Lamprologini,30.09.89,Kalo DRC,-7.795278,30.266389
91-15,NA,Neohel,Neolamprologus helianthus,Lamprologini,25.04.91,Kalo DRC,-7.795278,30.266389
89-31-c,NA,Neonve,Neolamprologus nigriventris,Lamprologini,01.10.89,Kalo DRC,-7.795278,30.266389
89-28-a,NA,Lammel,Lamprologus meleagris,Lamprologini,07.10.89,Kalubamba DRC,-7.379444444,30.18972222
89-28-c,NA,Lammel,Lamprologus meleagris,Lamprologini,07.10.89,Kalubamba DRC,-7.379444444,30.18972222
93-47-c,NA,Lammel,Lamprologus meleagris,Lamprologini,15.05.93,Kalubamba DRC,-7.379444444,30.18972222
93-47-a,NA,Lammel,Lamprologus meleagris,Lamprologini,15.05.93,Kalubamba DRC,-7.379444444,30.18972222
88-10,NA,Lammel,Lamprologus meleagris,Lamprologini,06.10.88,Kalubamba DRC,-7.379444444,30.18972222
89-28-b,NA,Lammel,Lamprologus meleagris,Lamprologini,07.10.89,Kalubamba DRC,-7.379444444,30.18972222
JWA8,M,Lammel,Lamprologus meleagris,Lamprologini,,Kalubamba DRC,-7.379444444,30.18972222
93-47-b,NA,Lammel,Lamprologus meleagris,Lamprologini,15.05.93,Kalubamba DRC,-7.379444444,30.18972222
88-11-b,NA,Lammel,Lamprologus meleagris,Lamprologini,06.10.88,Kalubamba DRC,-7.379444444,30.18972222
JWA9,F,Lammel,Lamprologus meleagris,Lamprologini,,Kalubamba DRC,-7.379444444,30.18972222
88-11-a,NA,Lammel,Lamprologus meleagris,Lamprologini,06.10.88,Kalubamba DRC,-7.379444444,30.18972222
95-22-a,NA,Lammel,Lamprologus meleagris,Lamprologini,06.05.95,Kalubamba DRC,-7.379444444,30.18972222
95-22-b,NA,Lammel,Lamprologus meleagris,Lamprologini,06.05.95,Kalubamba DRC,-7.379444444,30.18972222
91-23-b,NA,Neohel,Neolamprologus helianthus,Lamprologini,26.04.91,Kamakonde DRC,-7.873611111,30.30388889
90-92-b,NA,Neonve,Neolamprologus nigriventris,Lamprologini,09.09.90,Kamakonde DRC,-7.873611111,30.30388889
91-23-a,NA,Neohel,Neolamprologus helianthus,Lamprologini,26.04.91,Kamakonde DRC,-7.873611111,30.30388889
JWG9,M,Neohel,Neolamprologus helianthus,Lamprologini,12.10.15,Kamakonde DRC,-7.873611111,30.30388889
93-43-b,NA,Neohel,Neolamprologus helianthus,Lamprologini,13.05.93,Kamakonde DRC,-7.873611111,30.30388889
93-38-c,NA,Neohel,Neolamprologus helianthus,Lamprologini,12.05.93,Kamakonde DRC,-7.873611111,30.30388889
JWG8,F,Neohel,Neolamprologus helianthus,Lamprologini,12.10.15,Kamakonde DRC,-7.873611111,30.30388889
93-38-b,NA,Neohel,Neolamprologus helianthus,Lamprologini,12.05.93,Kamakonde DRC,-7.873611111,30.30388889
93-38-a,NA,Neohel,Neolamprologus helianthus,Lamprologini,12.05.93,Kamakonde DRC,-7.873611111,30.30388889
91-21,NA,Neomar,Neolamprologus marunguensis,Lamprologini,26.04.91,Kamakonde DRC,-7.873611111,30.30388889
LFG5,M,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG8,M,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFH3,M,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG7,M,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG6,F,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFF9,M,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG4,M,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG9,M,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFH4,M,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFH1,F,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFH5,M,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFH2,F,Julmrk,Julidochromis marksmithi,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFF8,F,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG2,F,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFF7,M,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG3,F,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
LFG1,F,Lepkam,Lepidiolamprologus kamambae,Lamprologini,16.08.15,Kamamba Island,-7.3975,30.55416667
KYA3,M,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYA4,M,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYA7,F,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYA6,F,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYB1,F,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYA5,F,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYA8,M,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
KYA9,M,Neonig,Neolamprologus niger,Lamprologini,11.07.15,Kananiye,-4.794166667,29.59944444
INF1,F,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
ING5,NA,Permic,Perissodus microlepis,Perissodini,17.08.14,Kanfonki,-8.702777778,30.9225
INF8,F,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
INH7,M,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,17.08.14,Kanfonki,-8.702777778,30.9225
INI2,M,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INE6,F,Lamlem,Lamprologus lemairii,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INH5,NA,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,17.08.14,Kanfonki,-8.702777778,30.9225
INF6,F,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
INH3,M,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,17.08.14,Kanfonki,-8.702777778,30.9225
INI3,M,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INF4,M,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
ING4,NA,Permic,Perissodus microlepis,Perissodini,17.08.14,Kanfonki,-8.702777778,30.9225
IND8,F,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INH2,M,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,17.08.14,Kanfonki,-8.702777778,30.9225
ING6,M,Chabri,Chalinochromis brichardi,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INH1,M,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,17.08.14,Kanfonki,-8.702777778,30.9225
INE8,F,Plestr,Plecodus straeleni,Perissodini,17.08.14,Kanfonki,-8.702777778,30.9225
ING8,M,Telbra,Telmatochromis brachygnathus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
JBF9,F,Pethor,Petrochromis horii,Tropheini,01.09.14,Kanfonki,-8.702777778,30.9225
MOD7,F,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,02.09.16,Kanfonki,-8.702777778,30.9225
INF9,F,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
ING2,F,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
ING1,M,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
INF5,M,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
INE7,M,Lamlem,Lamprologus lemairii,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
ING9,M,Telbra,Telmatochromis brachygnathus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
MOE1,M,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,02.09.16,Kanfonki,-8.702777778,30.9225
INE4,NA,Neomux,Neolamprologus mustax,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
ING7,NA,Neomod,Neolamprologus modestus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
MOD9,M,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,02.09.16,Kanfonki,-8.702777778,30.9225
JBF8,F,Pethor,Petrochromis horii,Tropheini,01.09.14,Kanfonki,-8.702777778,30.9225
INI5,F,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INI6,M,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INE1,M,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INF2,M,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
JBG1,NA,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,01.09.14,Kanfonki,-8.702777778,30.9225
INE5,M,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,17.08.14,Kanfonki,-8.702777778,30.9225
INH6,NA,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,17.08.14,Kanfonki,-8.702777778,30.9225
MOD8,F,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,02.09.16,Kanfonki,-8.702777778,30.9225
INH4,NA,Cypkan,Cyprichromis sp. "jumbo",Cyprichromini,17.08.14,Kanfonki,-8.702777778,30.9225
INH9,F,Cphgib,Cyphotilapia gibberosa,Cyphotilapiini,17.08.14,Kanfonki,-8.702777778,30.9225
INE9,M,Plestr,Plecodus straeleni,Perissodini,17.08.14,Kanfonki,-8.702777778,30.9225
INI8,M,Plestr,Plecodus straeleni,Perissodini,17.08.14,Kanfonki,-8.702777778,30.9225
INI4,F,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
ING3,F,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
INF7,M,Asplep,Asprotilapia leptura,Ectodini,17.08.14,Kanfonki,-8.702777778,30.9225
IND7,M,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INE2,M,Neosex,Neolamprologus sexfasciatus,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
INE3,M,Neomux,Neolamprologus mustax,Lamprologini,17.08.14,Kanfonki,-8.702777778,30.9225
JWI3,F,Neolon,Neolamprologus longicaudatus,Lamprologini,09.10.15,Kapamba (Mireille),-7.630278,30.195556
JWI2,M,Neolon,Neolamprologus longicaudatus,Lamprologini,09.10.15,Kapamba (Mireille),-7.630278,30.195556
LEB2,F?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA1,M,Plepar,Plecodus paradoxus,Perissodini,27.06.15,Karilani Island,-6.020555556,29.7425
KEI6,F,Troluk,Tropheus sp. "lukuga",Tropheini,27.06.15,Karilani Island,-6.020555556,29.7425
LEB1,F?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA3,M,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA6,F?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEC6,NA,Plepar,Plecodus paradoxus,Perissodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA7,F?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
KEI5,M,Troluk,Tropheus sp. "lukuga",Tropheini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA2,M,Plepar,Plecodus paradoxus,Perissodini,27.06.15,Karilani Island,-6.020555556,29.7425
KEI8,F,Troluk,Tropheus sp. "lukuga",Tropheini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA8,M?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA5,M?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA4,F,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
KEI9,M,Plepar,Plecodus paradoxus,Perissodini,27.06.15,Karilani Island,-6.020555556,29.7425
KEI7,F,Troluk,Tropheus sp. "lukuga",Tropheini,27.06.15,Karilani Island,-6.020555556,29.7425
LEA9,M?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
LEB3,M?,XenspN,Xenotilapia sp. "spilopterus north",Ectodini,27.06.15,Karilani Island,-6.020555556,29.7425
95-27-d,NA,XenpaK,Xenotilapia papilio,Ectodini,08.05.95,Kasenga,-8.71525,31.14186111
95-27-c,NA,XenpaK,Xenotilapia papilio,Ectodini,08.05.95,Kasenga,-8.71525,31.14186111
95-27-a,NA,XenpaK,Xenotilapia papilio,Ectodini,08.05.95,Kasenga,-8.71525,31.14186111
95-27-b,NA,XenpaK,Xenotilapia papilio,Ectodini,08.05.95,Kasenga,-8.71525,31.14186111
GPC8,NA,Neopro,Neolamprologus prochilus,Lamprologini,03.09.14,Kasenga Fishermen,-8.713888889,31.14027778
JEG4,NA,Batfas,Bathybates fasciatus,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEF7,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEG2,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEF4,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEF5,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEF8,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEF6,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
JEF9,NA,Batmin,Bathybates minor,Bathybatini,22.08.14,Kasenga West Fishermen,-8.566694444,30.75644444
A188,M,Neospl,Neolamprologus splendens,Lamprologini,,Kasu,-7.316667,30.15
89-30-a,NA,Neospl,Neolamprologus splendens,Lamprologini,07.10.89,Kasu,-7.316667,30.15
89-30-b,NA,Neospl,Neolamprologus splendens,Lamprologini,07.10.89,Kasu,-7.316667,30.15
89-30-c,NA,Neospl,Neolamprologus splendens,Lamprologini,07.10.89,Kasu,-7.316667,30.15
89-30-e,NA,Neospl,Neolamprologus splendens,Lamprologini,07.10.89,Kasu,-7.316667,30.15
LJD3,M,Neospl,Neolamprologus splendens,Lamprologini,,Kasu,-7.316667,30.15
89-30-d,NA,Neospl,Neolamprologus splendens,Lamprologini,07.10.89,Kasu,-7.316667,30.15
IVF1,F,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete,-8.338777778,30.50794444
IVE8,M,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete,-8.338777778,30.50794444
IVF7,M,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWC5,NA,Neofur,Neolamprologus furcifer,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IVG3,NA,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWD1,F,Pettre,Petrochromis trewavasae,Tropheini,26.08.14,Katete 2,-8.328055556,30.52666667
IVH3,NA,Neopro,Neolamprologus prochilus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWC9,M,Pettre,Petrochromis trewavasae,Tropheini,26.08.14,Katete 2,-8.328055556,30.52666667
IVG1,M,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWA9,M,Neoobs,Neolamprologus obscurus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWC4,NA,Neofur,Neolamprologus furcifer,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IVG9,NA,Loblab,Lobochilotes labiatus,Tropheini,26.08.14,Katete 2,-8.328055556,30.52666667
IWA3,NA,Mdcrot,Microdontochromis rotundiventralis,Ectodini,26.08.14,Katete 2,-8.328055556,30.52666667
IWA4,NA,Mdcrot,Microdontochromis rotundiventralis,Ectodini,26.08.14,Katete 2,-8.328055556,30.52666667
IVG4,M,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IVF8,NA,Neocra,Neolamprologus crassus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWB1,M,Neoobs,Neolamprologus obscurus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IWA8,M,Neoobs,Neolamprologus obscurus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
IVH2,F,Neopro,Neolamprologus prochilus,Lamprologini,26.08.14,Katete 2,-8.328055556,30.52666667
