DNA Tube ID	Specimen ID	Extracted	Extracted By	Finclip Completely Used	Genome Sequenced (y/n)	on Scicore	second file	Species ID	Sex	Morph	Whole Specimen	Date (YYYY.MM.DD)	Standard Length (cm)	Total Length (cm)	Weight (g)	location
LHI5	S_LHI5							Pleela	M		S_LHI5	2015.08.25	14.7	17.5	49.8	Chipwa Fishermen
LHI6	S_LHI6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LHI6		Pleela	F		S_LHI6	2015.08.25	16.1	19.5	70.5	Chipwa Fishermen
LHI7	S_LHI7							Pleela	F		S_LHI7	2015.08.25	15.1	18.0	55.4	Chipwa Fishermen
LIA1	S_LIA1							Pleela	F		S_LIA1	2015.08.25	17.3	20.9	87.4	Chipwa Fishermen
LIA2	S_LIA2							Pleela	F		S_LIA2	2015.08.25	15.0	18.0	57.0	Chipwa Fishermen
LIA3	S_LIA3							Pleela	M		S_LIA3	2015.08.25	15.7	19.4	75.7	Chipwa Fishermen
LIA4	S_LIA4							Pleela	M		S_LIA4	2015.08.25	14.9	18.0	58.4	Chipwa Fishermen
LIA5	S_LIA5							Batmin	M		S_LIA5	2015.08.25	13.9	17.4	49.7	Chipwa Fishermen
LJC1	S_LJC1							Plemul	F		S_LJC1	2015.11.14	9.5	12.0	14.1	Chipwa Fishermen
PacBio21	S_PacBio20							Batleo	M			2015.08.25	19.1	22.9	81.3	Chipwa Fishermen
PacBio20	S_PacBio20							Batleo	M			2015.08.25	19.1	22.9	81.3	Chipwa Fishermen
PacBio23	S_PacBio22							Benhor	M			2015.08.25	14.3	19.6	42.8	Chipwa Fishermen
PacBio22	S_PacBio22							Benhor	M			2015.08.25	14.3	19.6	42.8	Chipwa Fishermen
PacBio31	S_PacBio24							Gnaper	M			2015.08.25	14.1	17.0	51.8	Chipwa Fishermen
PacBio24	S_PacBio24							Gnaper	M			2015.08.25	14.1	17.0	51.8	Chipwa Fishermen
GPC4	S_GPC4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPC4_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPC4_B	Pcynig	M			2014.09.03	6.1	7.4	3.5	Chituta
GPC5	S_GPC5							Pcynig	M			2014.09.03	6.2	7.8	3.4	Chituta
GPC6	S_GPC6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPC6		Pcynig	F			2014.09.03	5.8	7.3	2.5	Chituta
GPC7	S_GPC7							Pcynig	F?			2014.09.03	5.3	6.5	2.4	Chituta
GPC9	S_GPC9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPC9		Cypzon	M		S_GPC9	2014.09.03	7.3	9.3	8.0	Chituta
GPD1	S_GPD1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPD1		Cypzon	F		S_GPD1	2014.09.03	7.3	9.2	6.7	Chituta
GPD2	S_GPD2							Neoven	M		S_GPD2	2014.09.03	7.2	8.8	7.3	Chituta
GPD3	S_GPD3							Neoven	M		S_GPD3	2014.09.03	6.4	7.5	4.7	Chituta
GPD4	S_GPD4							Neoven	F		S_GPD4	2014.09.03	4.1	5.0	1.4	Chituta
GPD5	S_GPD5							Xensun	NA		S_GPD5	2014.09.03	5.7	7.2	2.8	Chituta
GPD6	S_GPD6							Xensun	NA		S_GPD6	2014.09.03	5.9	7.4	3.6	Chituta
GPD7	S_GPD7							Xensun	NA		S_GPD7	2014.09.03	5.6	7.1	3.2	Chituta
GPD8	S_GPD8							Pcynig	M		S_GPD8	2014.09.03	5.9	7.6	3.7	Chituta
GPD9	S_GPD9							Pcynig	M		S_GPD9	2014.09.03	5.9	7.4	3.2	Chituta
GPE1	S_GPE1	false		false	false			Pcynig	M		S_GPE1	2014.09.03	5.6	6.8	2.0	Chituta
GPE2	S_GPE2							Pcynig	NA		S_GPE2	2014.09.03	5.4	6.7	2.4	Chituta
GPE3	S_GPE3							Pcynig	NA		S_GPE3	2014.09.03	5.6	6.7	2.3	Chituta
GPE4	S_GPE4							Pcynig	NA		S_GPE4	2014.09.03	4.8	5.7	1.8	Chituta
GPE5	S_GPE5							Pcynig	NA		S_GPE5	2014.09.03	5.4	6.3	1.9	Chituta
GPE6	S_GPE6							Pcynig	F		S_GPE6	2014.09.03	4.7	5.7	1.8	Chituta
GPE7	S_GPE7							Pcynig	F		S_GPE7	2014.09.03	5.2	6.4	2.0	Chituta
GPE8	S_GPE8							Pcynig	F		S_GPE8	2014.09.03	5.1	6.2	2.1	Chituta
GPE9	S_GPE9							Xennas	M			2014.09.03	6.4	8.2	4.9	Chituta
GPF1	S_GPF1							Xennas	F			2014.09.03	5.6	7.3	3.3	Chituta
GPF2	S_GPF2							Gwcchr	NA		S_GPF2	2014.09.03	12.3	14.8	42.4	Chituta
KCC7	S_KCC7							Batleo	NA		S_KCC7	2015.01.15	13.9	17.0	35.4	Bujumbura fishmarket
GPF3	S_GPF3							Tromoo	NA		S_GPF3	2014.09.03	8.7	11.1	27.8	Chituta
ONG2	S_ONG2							Tylpol	F			2017.01.24	20.4	24.9	188.3	Katanga Fishmarket
GPF4	S_GPF4							Tromoo	NA		S_GPF4	2014.09.03	7.6	9.6	15.7	Chituta
GPF5	S_GPF5							Limdar	NA		S_GPF5	2014.09.03	7.4	9.1	10.6	Chituta
GPF6	S_GPF6							Petfas	NA		S_GPF6	2014.09.03	9.0	10.5	21.7	Chituta
GPF7	S_GPF7							Gnaper	NA		S_GPF7	2014.09.03	4.7	5.8	2.4	Chituta
LBG3	S_LBG3							XenniS	M		S_LBG3	2015.08.06	7.6	10.5	8.9	Chituta
LBG4	S_LBG4							XenniS	M		S_LBG4	2015.08.06	8.3	11.1	10.5	Chituta
LBG5	S_LBG5							XenniS	M		S_LBG5	2015.08.06	7.4	10.2	7.7	Chituta
LBG6	S_LBG6							XenniS	F		S_LBG6	2015.08.06	6.9	9.4	6.8	Chituta
LBG7	S_LBG7							XenniS	F		S_LBG7	2015.08.06	8.1	11.1	9.1	Chituta
LBG8	S_LBG8							XenniS	M		S_LBG8	2015.08.06	6.6	9.0	5.9	Chituta
LBG9	S_LBG9							XenniS	M?		S_LBG9	2015.08.06	7.4	10.0	8.0	Chituta
LBH1	S_LBH1							XenniS	M		S_LBH1	2015.08.06	6.9	9.2	6.4	Chituta
LBH2	S_LBH2							XenniS	F		S_LBH2	2015.08.06	6.5	8.6	6.2	Chituta
LBH3	S_LBH3							XenniS	M		S_LBH3	2015.08.06	6.0	8.0	4.4	Chituta
LBH4	S_LBH4							Neoven	M		S_LBH4	2015.08.06	7.5	9.6	10.5	Chituta
LBH5	S_LBH5							Neoven	F		S_LBH5	2015.08.06	6.0	7.4	5.0	Chituta
LBH6	S_LBH6							Neoven	M		S_LBH6	2015.08.06	7.4	9.2	10.1	Chituta
LBH7	S_LBH7							Neoven	M		S_LBH7	2015.08.06	6.7	8.4	6.9	Chituta
LBH8	S_LBH8							Neoven	F		S_LBH8	2015.08.06	5.6	6.6	3.7	Chituta
LBH9	S_LBH9							Neoven	M		S_LBH9	2015.08.06	6.9	8.5	8.1	Chituta
LBI1	S_LBI1							Neoven	M		S_LBI1	2015.08.06	7.9	9.8	11.1	Chituta
LBI2	S_LBI2							Neoven	M		S_LBI2	2015.08.06	8.0	10.1	10.9	Chituta
LBI3	S_LBI3							Neoven	M		S_LBI3	2015.08.06	6.6	8.0	5.7	Chituta
LBI4	S_LBI4							Neoven	F		S_LBI4	2015.08.06	5.8	7.0	4.4	Chituta
LBI5	S_LBI5							Cypzon	M		S_LBI5	2015.08.06	8.7	10.6	11.4	Chituta
LBI6	S_LBI6							Cypzon	F		S_LBI6	2015.08.06	7.5	9.2	7.5	Chituta
LBI7	S_LBI7							Cypzon	M		S_LBI7	2015.08.06	8.2	10.3	10.7	Chituta
JWG2	S_JWG2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JWG2_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JWG2_B	Ctepol	M							DRC
LBI8	S_LBI8							Cypzon	M		S_LBI8	2015.08.06	7.7	10.4	9.7	Chituta
LBI9	S_LBI9							Cypzon	M		S_LBI9	2015.08.06	7.2	9.0	7.3	Chituta
LDA1	S_LDA1							Cypzon	M		S_LDA1	2015.08.06	7.8	9.6	9.9	Chituta
LDA2	S_LDA2							Cypzon	F		S_LDA2	2015.08.06	7.7	9.4	8.1	Chituta
LDA3	S_LDA3							Cypzon	F		S_LDA3	2015.08.06	7.0	8.6	5.9	Chituta
LDA4	S_LDA4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDA4		Petmac	M		S_LDA4	2015.08.06	14.1	17.1	77.8	Chituta
LDA5	S_LDA5							Petmac	M		S_LDA5	2015.08.06	13.7	16.5	74.1	Chituta
LDA6	S_LDA6							Petmac	M		S_LDA6	2015.08.06	12.3	15.0	52.4	Chituta
LJA7	S_LJA7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LJA7		Tchdha	M		S_LJA7	2015.11.06	4.0	4.9	1.4	Chituta
LJA8	S_LJA8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LJA8_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LJA8_B	Tchdha	F		S_LJA8	2015.11.06	3.7	4.5	0.9	Chituta
LJA9	S_LJA9							Tchdha	M		S_LJA9	2015.11.06	4.0	5.1	1.3	Chituta
LJB1	S_LJB1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LJB1		Petmac	F		S_LJB1	2015.11.06	16.4	20.2	145.2	Chituta
LJB2	S_LJB2							Petmac	F		S_LJB2	2015.11.06	13.6	17.0	94.1	Chituta
LJB3	S_LJB3							Petmac	F		S_LJB3	2015.11.06	14.5	17.7	99.5	Chituta
IMF7	S_IMF7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_IMF7		Xennas	M			2014.08.19	6.9	8.8	5.6	Chitweshiba
IMF8	S_IMF8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_IMF8		Xennas	F			2014.08.19	6.1	7.8	3.8	Chitweshiba
IMF9	S_IMF9							Xenbat	M		S_IMF9	2014.08.19	7.4	9.2	6.0	Chitweshiba
IMG1	S_IMG1							Xennas	F		S_IMG1	2014.08.19	5.8	7.5	3.3	Chitweshiba
IMG2	S_IMG2							Xennas	F		S_IMG2	2014.08.19	6.4	8.2	4.3	Chitweshiba
IMG3	S_IMG3							Xennas	M		S_IMG3	2014.08.19	6.8	8.7	5.3	Chitweshiba
IMG4	S_IMG4							Xennas	M		S_IMG4	2014.08.19	6.7	8.7	5.0	Chitweshiba
IMG5	S_IMG5							Xennas	NA		S_IMG5	2014.08.19	6.4		4.3	Chitweshiba
IMG6	S_IMG6							Tromoo	NA		S_IMG6	2014.08.19	9.1	11.4	27.1	Chitweshiba
IMG7	S_IMG7							Chabri	F		S_IMG7	2014.08.19	9.7	11.5	21.1	Chitweshiba
Z18	S_Z18	true	Zuza/Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_Z18		Sthcar	F							
IMG8	S_IMG8							Chabri	M		S_IMG8	2014.08.19	9.1	10.9	16.2	Chitweshiba
IMG9	S_IMG9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_IMG9		Neomod	M		S_IMG9	2014.08.19	9.4	11.7	22.6	Chitweshiba
KDE1	S_KDE1							Hplsp.C	F			2015.01.18	5.0	6.1	2.5	Lake Cohoha
IMH1	S_IMH1							Neomod	M		S_IMH1	2014.08.19	9.5	11.4	15.6	Chitweshiba
IMH2	S_IMH2							Neomod	F	hell	S_IMH2	2014.08.19	7.9	9.5	10.6	Chitweshiba
IMH3	S_IMH3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_IMH3		Neomod	F			2014.08.19	8.2	9.7	11.1	Chitweshiba
IMH4	S_IMH4							Xennas	F			2014.08.20	6.5	8.5	4.6	Chitweshiba
IMH5	S_IMH5							Xenbat	F			2014.08.20	7.2	8.7	6.0	Chitweshiba
IMH6	S_IMH6							Xenbat	F		S_IMH6	2014.08.20	7.9	9.8	7.6	Chitweshiba
IMH7	S_IMH7							Xennas	F		S_IMH7	2014.08.20	6.2	8.1	3.9	Chitweshiba
IMH8	S_IMH8							Xennas	M		S_IMH8	2014.08.20	6.7	8.4	4.0	Chitweshiba
JWH6	S_JWH6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JWH6_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JWH6_B	Neooli	M			2015.10.12				Kyeso DRC
IMH9	S_IMH9							Xennas	M		S_IMH9	2014.08.20	6.2	8.0	4.1	Chitweshiba
IMI1	S_IMI1							Xennas	NA		S_IMI1	2014.08.20	6.3	8.1	4.0	Chitweshiba
IMI2	S_IMI2							Lepmim	F		S_IMI2	2014.08.20	10.5	12.6	18.0	Chitweshiba
IMI3	S_IMI3							Batfas	NA		S_IMI3	2014.08.20	11.0	13.1	13.6	Chitweshiba
IMI4	S_IMI4							Plestr	NA		S_IMI4	2014.08.20	11.1	13.4	32.4	Chitweshiba
IMI5	S_IMI5							Altcal	NA		S_IMI5	2014.08.20	11.1	13.3	31.1	Chitweshiba
IMI6	S_IMI6							Lepken	NA		S_IMI6	2014.08.20	10.6	12.7	18.1	Chitweshiba
IMI7	S_IMI7							Lepken	NA		S_IMI7	2014.08.20	11.0	13.0	22.3	Chitweshiba
IMI8	S_IMI8							Permic	NA		S_IMI8	2014.08.20	8.9	10.4	11.0	Chitweshiba
JBC4	S_JBC4							Gralem	F		S_JBC4	2014.08.31	19.1	23.1	92.1	Chitweshiba
JBC5	S_JBC5							Gralem	M		S_JBC5	2014.08.31	16.0	19.9	68.0	Chitweshiba
JBC6	S_JBC6							Gralem	M		S_JBC6	2014.08.31	14.2	17.5	45.1	Chitweshiba
JBC7	S_JBC7							Telbra	M		S_JBC7	2014.08.31	6.6	8.1	7.1	Chitweshiba
JBC8	S_JBC8							Telbra	M		S_JBC8	2014.08.31	5.6	6.9	5.0	Chitweshiba
JBC9	S_JBC9							Telbra	M		S_JBC9	2014.08.31	6.4	7.6	6.6	Chitweshiba
JBD1	S_JBD1							Neofur	NA		S_JBD1	2014.08.31	6.3	8.3	4.1	Chitweshiba
JBD2	S_JBD2							Simple	NA		S_JBD2	2014.08.31	8.3	9.7	16.6	Chitweshiba
JBD3	S_JBD3							Simple	NA		S_JBD3	2014.08.31	7.6	9.1	14.4	Chitweshiba
JBD4	S_JBD4							Petfas	M		S_JBD4	2014.08.31	15.1	18.0	118.5	Chitweshiba
JBD5	S_JBD5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JBD5		Telvit	M			2014.08.31	4.4	5.1	1.7	Chitweshiba
JBD6	S_JBD6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JBD6		Telvit	F			2014.08.31	4.1	4.8	1.1	Chitweshiba
JBD7	S_JBD7							Telvit	NA		S_JBD7	2014.08.31	5.0	6.0	2.2	Chitweshiba
JBD8	S_JBD8							Telvit	NA		S_JBD8	2014.08.31	4.0	4.8	0.9	Chitweshiba
JBD9	S_JBD9							Telvit	NA		S_JBD9	2014.08.31	4.1	4.9	0.9	Chitweshiba
JBE1	S_JBE1							Telvit	NA		S_JBE1	2014.08.31	3.8	4.4	0.8	Chitweshiba
JBE2	S_JBE2							Telvit	NA		S_JBE2	2014.08.31	3.8	4.5	1.1	Chitweshiba
JBE3	S_JBE3							Telvit	NA		S_JBE3	2014.08.31	2.9	3.5	0.3	Chitweshiba
JBE4	S_JBE4							Pethor	NA		S_JBE4	2014.08.31	8.2	9.8	17.7	Chitweshiba
JBE5	S_JBE5							Leppro	M		S_JBE5	2014.08.31	10.3	12.5	17.5	Chitweshiba
JEA1	S_JEA1							Permic	F			2014.08.20	7.3	8.9	7.0	Chitweshiba
JEA2	S_JEA2							Hapmic	M		S_JEA2	2014.08.20	17.0	21.7	72.9	Chitweshiba
JEA3	S_JEA3							Hapmic	F		S_JEA3	2014.08.20	15.7	19.6	51.2	Chitweshiba
ILI2	S_ILI2							Benhor	F		S_ILI2	2014.08.16	14.8	18.5	55.9	Kombe Fishermen
JEA4	S_JEA4							Lamcal	NA		S_JEA4	2014.08.20	9.0	10.7	15.9	Chitweshiba
JEA5	S_JEA5							Lamcal	NA		S_JEA5	2014.08.20	7.9	9.4	10.6	Chitweshiba
JEA6	S_JEA6							Lamcal	NA		S_JEA6	2014.08.20	8.6	10.2	12.9	Chitweshiba
JEA7	S_JEA7							Lamcal	NA		S_JEA7	2014.08.20	6.9	8.3	6.6	Chitweshiba
JEC6	S_JEC6							Cyppav	M		S_JEC6	2014.08.20	9.4	12.6	14.7	Chitweshiba
JEC7	S_JEC7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JEC7_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JEC7_B	Cypcol	M		S_JEC7	2014.08.20	8.8	10.8	12.5	Chitweshiba
JEC8	S_JEC8							Cypcol	M		S_JEC8	2014.08.20	8.4	10.4	12.9	Chitweshiba
JEC9	S_JEC9							Cypcol	F		S_JEC9	2014.08.20	7.8	9.6	9.2	Chitweshiba
JED1	S_JED1							Cypcol	F		S_JED1	2014.08.20	6.9	8.6	6.8	Chitweshiba
JED2	S_JED2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JED2_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JED2_B	Cypcol	F			2014.08.20	8.2	10.0	9.6	Chitweshiba
JED3	S_JED3							Leppro	M		S_JED3	2014.08.20	11.4	14.0	27.0	Chitweshiba
JED4	S_JED4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JED4		NeoveS	M		S_JED4	2014.08.20	6.6	8.3	6.1	Chitweshiba
JED5	S_JED5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JED5_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JED5_B	NeoveS	F		S_JED5	2014.08.20	4.2	5.1	1.6	Chitweshiba
LDC6	S_LDC6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDC6		Petgia	M		S_LDC6	2015.08.12	28.4	35.1		Fulwe
LDC7	S_LDC7							Petgia	M		S_LDC7	2015.08.12	29.8	36.2		Fulwe
LDC8	S_LDC8							Petgia	M		S_LDC8	2015.08.12	28.5	34.0		Fulwe
LDC9	S_LDC9							Petgia	M		S_LDC9	2015.08.12	23.4	27.9		Fulwe
LDD1	S_LDD1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDD1		Lepmim	M		S_LDD1	2015.08.12	18.7	22.2	146.0	Fulwe
LDD2	S_LDD2							Lepmim	M		S_LDD2	2015.08.12	13.3	16.0	44.8	Fulwe
LDD3	S_LDD3							Lepmim	M		S_LDD3	2015.08.12	12.7	15.3	42.4	Fulwe
LDD4	S_LDD4							Lepmim	M		S_LDD4	2015.08.12	11.3	13.4	25.9	Fulwe
LDD5	S_LDD5							Lepmim	M		S_LDD5	2015.08.12	13.2	15.7	41.5	Fulwe
LDD6	S_LDD6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDD6		Lepmim	F		S_LDD6	2015.08.12	11.4	13.7	28.4	Fulwe
LDD7	S_LDD7							Chacya	M		S_LDD7	2015.08.12	14.2	17.2	52.7	Fulwe
LDD8	S_LDD8							Chacya	M		S_LDD8	2015.08.12	12.0	14.5	31.1	Fulwe
LDD9	S_LDD9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDD9		Chabif	F		S_LDD9	2015.08.12	10.3	12.5	21.8	Fulwe
LDE1	S_LDE1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDE1		Chabif	M		S_LDE1	2015.08.12	7.9	9.8	11.4	Fulwe
LDE2	S_LDE2							Chabif	F		S_LDE2	2015.08.12	8.4	10.3	11.0	Fulwe
LDE3	S_LDE3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDE3		Petkip	M		S_LDE3	2015.08.12	20.1	25.0	241.0	Fulwe
LDE4	S_LDE4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LDE4		Petkip	F		S_LDE4	2015.08.12	14.9	18.7	94.8	Fulwe
LDE5	S_LDE5							Petkip	F		S_LDE5	2015.08.12	14.4	18.3	94.2	Fulwe
LDE6	S_LDE6							Petkip	F		S_LDE6	2015.08.12	13.3	16.1	69.9	Fulwe
LDE7	S_LDE7							Petkip	M		S_LDE7	2015.08.12	10.6	13.3	41.1	Fulwe
LHD2	S_LHD2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_LHD2		Petgia	F		S_LHD2	2015.08.21	25.4	29.9		Fulwe
LHD3	S_LHD3							Petgia	M		S_LHD3	2015.08.21	28.3	33.2		Fulwe
LHD4	S_LHD4							Petgia	F		S_LHD4	2015.08.21	24.2	32.0		Fulwe
LHD5	S_LHD5							Petgia	F		S_LHD5	2015.08.21	22.4	26.3	310.0	Fulwe
LHD6	S_LHD6							Petgia	F		S_LHD6	2015.08.21	19.4	22.8	197.0	Fulwe
LHD7	S_LHD7							Petgia	F		S_LHD7	2015.08.21	17.4	20.7	156.0	Fulwe
PacBio13/14	S_LHD8							Oretan	M		S_LHD8	2015.08.21	31.5	37.1		Fulwe
LHD8	S_LHD8							Oretan	M		S_LHD8	2015.08.21	31.5	37.1		Fulwe
KHG2	S_KHG2							Calmel	M		S_KHG2	2015.06.23	7.4	9.4	10.2	George's place
KHG3	S_KHG3							Simmrg	NA		S_KHG3	2015.06.23	6.5	7.8	7.2	George's place
KHG4	S_KHG4							Simmrg	NA		S_KHG4	2015.06.23	5.8	7.1	5.1	George's place
KHG5	S_KHG5							CalplK	M			2015.06.23	6.5	8.2	5.6	George's place
KHG6	S_KHG6							CalplK	M			2015.06.23	6.6	8.3	5.6	George's place
KHG7	S_KHG7							CalplK	F			2015.06.23	7.0	8.9	6.6	George's place
KHG8	S_KHG8							CalplK	F			2015.06.23	7.1	8.8	6.5	George's place
KHG9	S_KHG9							CalplK	M		S_KHG9	2015.06.23	7.2	9.0	7.4	George's place
KHH1	S_KHH1							CalplK	M		S_KHH1	2015.06.23	6.6	8.5	5.6	George's place
KHH2	S_KHH2							CalplK	M		S_KHH2	2015.06.23	6.6	8.4	6.2	George's place
KHH3	S_KHH3							CalplK	F		S_KHH3	2015.06.23	6.1	7.8	5.4	George's place
KHH4	S_KHH4							CalplK	F		S_KHH4	2015.06.23	6.2	7.9	5.5	George's place
KHH5	S_KHH5							CalplK	F		S_KHH5	2015.06.23	6.6	8.4	6.1	George's place
KHH6	S_KHH6							CalplK	M		S_KHH6	2015.06.23	7.1	9.0	7.2	George's place
KHH7	S_KHH7							CalplK	M		S_KHH7	2015.06.23	6.9	8.6	6.6	George's place
KHH8	S_KHH8							CalplK	M		S_KHH8	2015.06.23	7.0	8.8	6.8	George's place
KHH9	S_KHH9							CalplK	M		S_KHH9	2015.06.23	7.0	8.9	6.4	George's place
KGA1	S_KGA1							Astbur	M		S_KGA1	2015.07.05	7.5	9.7	12.8	Igalula River
KGA2	S_KGA2							Astbur	M		S_KGA2	2015.07.05	7.7	9.9	13.1	Igalula River
KGA4	S_KGA4							Astbur	M		S_KGA4	2015.07.05	8.1	10.3	15.9	Igalula River
KGA5	S_KGA5							Astbur	M		S_KGA5	2015.07.05	7.8	10.0	12.7	Igalula River
JWE8	S_JWE8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JWE8_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JWE8_B	Steult	M							Inga DRC
KGA6	S_KGA6							Astbur	M		S_KGA6	2015.07.05	7.8	9.9	12.6	Igalula River
KGA7	S_KGA7							Astbur	M		S_KGA7	2015.07.05	6.7	8.4	9.1	Igalula River
KGA8	S_KGA8							Astbur	M		S_KGA8	2015.07.05	7.4	9.3	10.5	Igalula River
KGA9	S_KGA9							Astbur	M		S_KGA9	2015.07.05	7.0	8.8	8.4	Igalula River
KGB1	S_KGB1							Astbur	M		S_KGB1	2015.07.05	7.2	9.2	8.6	Igalula River
KGB2	S_KGB2							Astbur	M		S_KGB2	2015.07.05	5.8	7.7	6.1	Igalula River
KGB3	S_KGB3							Astbur	M		S_KGB3	2015.07.05	6.2	7.9	6.0	Igalula River
KGB4	S_KGB4							Astbur	F		S_KGB4	2015.07.05	6.4	8.3	6.1	Igalula River
KGB5	S_KGB5							Astbur	F		S_KGB5	2015.07.05	5.8	7.4	5.1	Igalula River
KGB6	S_KGB6							Astbur	M		S_KGB6	2015.07.05	5.9	7.5	5.3	Igalula River
KGB7	S_KGB7							Astbur	M		S_KGB7	2015.07.05	5.7	7.2	4.6	Igalula River
KGB8	S_KGB8							Astbur	M		S_KGB8	2015.07.05	6.3	7.8	7.0	Igalula River
KGB9	S_KGB9							Astbur	F		S_KGB9	2015.07.05	4.8	6.1	2.6	Igalula River
KGC1	S_KGC1							Astbur	M		S_KGC1	2015.07.05	4.7	6.0	2.8	Igalula River
KGC2	S_KGC2							Astbur	M		S_KGC2	2015.07.05	4.4	5.7	2.3	Igalula River
KGC3	S_KGC3							Astbur	M		S_KGC3	2015.07.05	5.7	6.8	4.5	Igalula River
KGC4	S_KGC4							Astbur	F		S_KGC4	2015.07.05	5.0	6.4	3.2	Igalula River
KGC5	S_KGC5							Astbur	M		S_KGC5	2015.07.05	4.6	5.8	2.7	Igalula River
KGC6	S_KGC6							Astbur	F		S_KGC6	2015.07.05	5.0	6.2	3.4	Igalula River
KGC7	S_KGC7							Astbur	NA		S_KGC7	2015.07.05	3.7	4.6	2.1	Igalula River
KGC8	S_KGC8							Batmin	NA		S_KGC8	2015.07.05	5.3	6.6	2.6	Igalula River
KGC9	S_KGC9							Astbur	F		S_KGC9	2015.07.05	4.3	5.5	2.4	Igalula River
KGD1	S_KGD1							Astbur	F		S_KGD1	2015.07.05	5.1	6.6	3.0	Igalula River
KGD2	S_KGD2							Astbur	M		S_KGD2	2015.07.05	7.6	9.9	12.8	Igalula River
KGD3	S_KGD3							Hplsta	M		S_KGD3	2015.07.05	8.9	11.4	17.7	Igalula River
KGD4	S_KGD4							Hplsta	M		S_KGD4	2015.07.05	7.4	9.3	9.0	Igalula River
KGD5	S_KGD5							Hplsta	F		S_KGD5	2015.07.05	7.0	9.0	7.4	Igalula River
KGD6	S_KGD6							Hplsta	F		S_KGD6	2015.07.05	7.3	9.4	8.7	Igalula River
KGD7	S_KGD7							Hplsta	F?		S_KGD7	2015.07.05	4.7	6.2	2.8	Igalula River
GPF8	S_GPF8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPF8		Xensun	M			2014.09.04	6.4	8.2	5.0	Isanga
GPF9	S_GPF9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPF9		Xensun	F			2014.09.04	6.4	8.1	4.8	Isanga
GPG1	S_GPG1							Xensun	M			2014.09.04	6.3	8.1	4.9	Isanga
GPG2	S_GPG2							Xensun	NA		S_GPG2	2014.09.04	5.5	7.1	3.3	Isanga
